id,created_at,date,time,username,name,tweet,language,hashtags
1515187234190020609,2022-04-16 04:36:02+00:00,2022-04-16,04:36:02,freocookster,Freocookster ⚓,@thedockerdave @hbfhealth That's it! The only redeeming feature is how that rebadged the Marshall amp stacks as Marsupial. Otherwise it's nothing but reputational damage to Quokkas and yacht rock.,en,[]
1515186684023160834,2022-04-16 04:33:50+00:00,2022-04-16,04:33:50,freocookster,Freocookster ⚓,@monniemooboo @hbfhealth Those contestants get totally wigged out!,en,[]
1515161823234134019,2022-04-16 02:55:03+00:00,2022-04-16,02:55:03,riccairns,Ric Cairns,@freocookster @hbfhealth The most insane media buy in history.,en,[]
1515146633503461380,2022-04-16 01:54:42+00:00,2022-04-16,01:54:42,thedockerdave,дав фалон - К черту путина,@freocookster @hbfhealth Is that the awful ad with the Foreigner song? That ad is one that’s an immediate mute from me,en,[]
1515143102235017219,2022-04-16 01:40:40+00:00,2022-04-16,01:40:40,monniemooboo,Monnie,@freocookster @hbfhealth Love Alone!!!,en,[]
1515141753883758592,2022-04-16 01:35:18+00:00,2022-04-16,01:35:18,freocookster,Freocookster ⚓,Binging season 6 of #Alone and feel that @hbfhealth should be charged with animal cruelty for making us watch that bloody quokka ad about 200 times! I was hoping one of the contestants would take the lead singer out with an arrow.,en,['alone']
1514557644161355778,2022-04-14 10:54:16+00:00,2022-04-14,10:54:16,sancaliramen,Sanjuanita,@DeadRejcts @Oneira__ @DavidJ62838693  @alisaueno  @hbfhealth,und,[]
1514142320542863362,2022-04-13 07:23:55+00:00,2022-04-13,07:23:55,hbfhealth,HBF,"@madeiraglow_kel Thanks for your reply. We're so sorry to hear and your feedback has been passed on immediately. HBF actually advocated for the removal of the age limit for people with a disability however as with any amendments, it will unfortunately take some time to work through. - Shaz 🌻",en,[]
1514127435780202497,2022-04-13 06:24:46+00:00,2022-04-13,06:24:46,madeiraglow_kel,☀️🌏 Kel Freitas,"@hbfhealth As a loyal customer for nearly 30 yrs with multiple policies, the fact that our son with special needs will be kicked off our policy on Monday is quite disconcerting and the fact that you will expect parent carers to take out separate policies for their kids is pretty tone deaf",en,[]
1514122999292731395,2022-04-13 06:07:08+00:00,2022-04-13,06:07:08,hbfhealth,HBF,"@madeiraglow_kel Hi there, HBF are assessing the impact the changes would have on all members and how we may be able to sustainably adopt them. Given the extent of the impacts, any amendments will take some time to work through but we will keep members updated with any proposed changes. – Shaz 🌻",en,[]
1514122177951453186,2022-04-13 06:03:52+00:00,2022-04-13,06:03:52,hbfhealth,HBF,"@Kat_Dumont Hi Kat, thanks for being so loyal. That's amazing to hear! We are always working on ways to reward our loyal members and any initiatives will certainly be communicated. We appreciate your feedback and in the mean time you can check out our Member Perks on our website! – Shaz 🌻",en,[]
1514098498018623493,2022-04-13 04:29:47+00:00,2022-04-13,04:29:47,madeiraglow_kel,☀️🌏 Kel Freitas,What was the point of changing legislation for private health funds to keep dependants w/ a disability on your policy for life if it was only “voluntary” for companies to implement @hbfhealth  How will Labor make this happen @AlboMP ???,en,[]
1514067843276369924,2022-04-13 02:27:58+00:00,2022-04-13,02:27:58,kat_dumont,Kat Dumont,"Me - “I’ve been with you guys for quite a while”  HBF lady - “Wow, yes you have. Since 1997 actually”.   Surely I get something for being a member for 25 years @hbfhealth 🤪🙃😅   #hbf #brandloyal #waproud",en,"['hbf', 'brandloyal', 'waproud']"
1513964627419299842,2022-04-12 19:37:49+00:00,2022-04-12,19:37:49,way_hom3,Malissa,@RocketFuelEdu @RagnarokMeta @jacob_s1kes  @bjarmstrong  @hbfhealth,und,[]
1513932837329768454,2022-04-12 17:31:30+00:00,2022-04-12,17:31:30,kit_kittiecat,Kit,@web3sg @RagnarokMeta @0xmeltdown @blipzandchitz  @langfess  @hbfhealth Farcana,es,[]
1513597616629637137,2022-04-11 19:19:27+00:00,2022-04-11,19:19:27,sancaliramen,Sanjuanita,@oddstronauts @RealSupDucks @QoC_LVarkey  @63FLProTruck  @hbfhealth,und,[]
1512398368860880902,2022-04-08 11:54:04+00:00,2022-04-08,11:54:04,suzannelolsenau,Suzanne Olsen,Gotta laugh at the @hbfhealth ad on @FOXFOOTY there's a few fart noises in the ad,en,[]
1511967591140528132,2022-04-07 07:22:19+00:00,2022-04-07,07:22:19,tysxno,Tyson,"@hbfhealth Look I love quokkas, but the songs are so catchy 😭",en,[]
1511753894065545219,2022-04-06 17:13:10+00:00,2022-04-06,17:13:10,jessiec67452886,Jessie Cain,@shikigai_nft @Hikari_nfts @airix___ @divize_eth @pzfreo @nybooks @hbfhealth,und,[]
1511750699444420610,2022-04-06 17:00:28+00:00,2022-04-06,17:00:28,enathekingdom,Ena,@OttoSuwenNFT @AneroVerse @g9yc7a2Wi3SeXq8  @szvan  @hbfhealth,und,[]
1511205417270976518,2022-04-05 04:53:42+00:00,2022-04-05,04:53:42,hbfhealth,HBF,Sound good? Learn more:  https://t.co/rJ6JvaKtgA  https://t.co/WijiEwDUnQ,en,[]
1511205214853877762,2022-04-05 04:52:54+00:00,2022-04-05,04:52:54,hbfhealth,HBF,"That’s why flexible extras were invented! They’re flexible, so you can use more of your cover where and when it’s needed 🙌 🙌  https://t.co/vNCoH6IBum",en,[]
1511204780688887813,2022-04-05 04:51:11+00:00,2022-04-05,04:51:11,hbfhealth,HBF,But who knows what you’ll need cover for?  https://t.co/b7CggL30We,en,[]
1511204132878622722,2022-04-05 04:48:36+00:00,2022-04-05,04:48:36,hbfhealth,HBF,"Dental, physio, chiro and other things can be expensive. Extras cover can help you pay for those 🦷 🏃‍♀️  https://t.co/rNkJPxb0Ux",en,[]
1511203673916932099,2022-04-05 04:46:47+00:00,2022-04-05,04:46:47,hbfhealth,HBF,Sound good? Learn more:  https://t.co/rJ6JvaKtgA  https://t.co/OnrDdGC5HD,en,[]
1511203311541633025,2022-04-05 04:45:20+00:00,2022-04-05,04:45:20,hbfhealth,HBF,"That’s why flexible extras were invented! They’re flexible, so you can use more of your cover where and when it’s needed 🙌 🙌  https://t.co/7VGtri3pgM",en,[]
1511202999632158720,2022-04-05 04:44:06+00:00,2022-04-05,04:44:06,hbfhealth,HBF,But who knows what you’ll need cover for?  https://t.co/i9DAQjiUYt,en,[]
1511202584475815944,2022-04-05 04:42:27+00:00,2022-04-05,04:42:27,hbfhealth,HBF,"Dental, physio, chiro and other things can be expensive. Extras cover can help you pay for those 🦷 🏃‍♀️  https://t.co/mHMRiIy6sf",en,[]
1510842967938027523,2022-04-04 04:53:28+00:00,2022-04-04,04:53:28,shahryarel,shahryar Elahi,@shibainu_gold #Airdrop  @gjvfgunbbjj @Bugcrowd @hbfhealth,und,['airdrop']
1509794903458467869,2022-04-01 07:28:50+00:00,2022-04-01,07:28:50,zahratabatabae,Zahra Tabatabaei,@Novaland_io @hbfhealth @damitdasklaas  @FelixLaden,und,[]
1509509649317437443,2022-03-31 12:35:20+00:00,2022-03-31,12:35:20,charlenandrad,Charlene,@CryptoGorillaYT @nanoverseHQ @OxrepJournal  @8H95K  @hbfhealth,und,[]
1509348121842630661,2022-03-31 01:53:29+00:00,2022-03-31,01:53:29,anthonylee900,Lee B (B is for ACAB),Just paid $110 for physio. Fucking South Perth rates be fktd.  Gotta find a non-corporate physio chain other than poxy Life Ready. Greedy holes 🕳   And meanwhile the @hbfhealth rebate was fuck all as well,en,[]
1509152102303641603,2022-03-30 12:54:34+00:00,2022-03-30,12:54:34,katieba43609862,Katie Baker,@dexd0x @projectPXN @dwpoker @2fourhrs @hbfhealth @LLBeer_1 @SenatorTomUdall,und,[]
1509112451765514246,2022-03-30 10:17:01+00:00,2022-03-30,10:17:01,uwappi,UWA Public Policy Institute,"CEO of @hbfhealth, John Van Der Wielen, notes the unique research focus that universities can provide for the future of life sciences in WA. 🧪 Read the full article on pages 57-58 of #WA2050:  https://t.co/HWglsKsBBT  https://t.co/pkAHBBywFL",en,['wa2050']
1508959983681118214,2022-03-30 00:11:09+00:00,2022-03-30,00:11:09,hbfhealth,HBF,"@ficklespouts Thank you for reaching out to us, we are so sorry to hear that you have had this experience with HBF, this is certainly not the way we aim to help our members and I will be sure to pass this on to our member experience team! - Caitlin 🌼",en,[]
1508781334449524737,2022-03-29 12:21:16+00:00,2022-03-29,12:21:16,ficklespouts,T,I'm now having to run circles to get this sorted with NRMA insurance because apparently I do not have access to my own car  insurance that I have been paying off for years... I DO NOT HAVE MY EX'S CONTACT NUMBER!!!!!!!!!!!!!  WTF @hbfhealth,en,[]
1508780901261770756,2022-03-29 12:19:33+00:00,2022-03-29,12:19:33,ficklespouts,T,"I contacted @hbfhealth prior to them removing other insurances except health, to remove my ex partners name under MY account (health and car!!).  They removed him and even gave me a new card to state the change. Only to find out that my car insurance is still under my ex's name",en,[]
1506283784773447680,2022-03-22 14:56:54+00:00,2022-03-22,14:56:54,mm78689769,mm,"@hbfhealth I've been having trouble sleeping ever since seeing your super annoying tv advert, the one with the crooning quokkas. Pls, for the love of Zod, stop airing it. It is having a  deleterious effect on my mental health(which is a little ironic given that you're HBF  (Is that irony?))",en,[]
1506110127664939011,2022-03-22 03:26:51+00:00,2022-03-22,03:26:51,jennife40230047,Jennifer Richardson,@nft_droplets @hbfhealth @BauerOutage @oBoCSGO,und,[]
1506101060854849537,2022-03-22 02:50:49+00:00,2022-03-22,02:50:49,hbfhealth,HBF,"@moxiemason Hi there, thank you for raising your concern. As a member-focused organisation we take your feedback seriously and I have passed your feedback onto the relevant teams to address - Reece 🌴",en,[]
1506086371932450819,2022-03-22 01:52:27+00:00,2022-03-22,01:52:27,aishashapiro1,Aisha Shapiro,@JulianOhayon @BlvckParis @xqdoop @CNE @hbfhealth,und,[]
1505302897499983872,2022-03-19 21:59:12+00:00,2022-03-19,21:59:12,ability_therapy,Dr Joseph Randolph Bowers,"@DownSyndromeAu @hbfhealth Very true indeed. The problem has always been to change society and make neurotypicals more open-minded, less self-ish (competitive), and more inclusive. Congratulations! Great work and to put yourself out there in public is commendable.",en,[]
1505138821716852740,2022-03-19 11:07:13+00:00,2022-03-19,11:07:13,moxiemason,m o x i e m a s o n,"@hbfhealth are you aware that HBF Stadium is hosting Jordan Peterson who is on record saying that being transgender is a ""contagion” and similar to “satanic ritual abuse”? For a business that touted it's support for the LGBTQIA+ community during Pride, that's super dodgy.",en,[]
1504925615035613187,2022-03-18 21:00:01+00:00,2022-03-18,21:00:01,downsyndromeau,Down Syndrome Aus,"""My name is Andrew Domahidy.  I work as a business administrator at @hbfhealth.  People with Down syndrome have many skills that haven’t been noticed. We can earn money, contribute and become more confident.""  DSAN member Andrew shares his employment success story for #WDSD2022👏  https://t.co/0erTN7UcI0",en,['wdsd2022']
1504554324747173900,2022-03-17 20:24:38+00:00,2022-03-17,20:24:38,karmiahpea,Jos Marie,"@ChiefSciWA @MarkMcGowanMP @RogerCookMLA @Chevron @exxonmobil_aus @hbfhealth @Shell_Australia @WoodsideEnergy @wamuseum @PawseyCentre @telethonkids I mean, one fossil fuel company is bad…but 4!?!",en,[]
1504425208236867587,2022-03-17 11:51:35+00:00,2022-03-17,11:51:35,tom_swann,Tom Swann,@ChiefSciWA @MarkMcGowanMP @RogerCookMLA @Chevron @exxonmobil_aus @hbfhealth @Shell_Australia @WoodsideEnergy @wamuseum @PawseyCentre @telethonkids Utterly revolting.,en,[]
1504399775147659269,2022-03-17 10:10:31+00:00,2022-03-17,10:10:31,hannaht459,HannahT459,@ChiefSciWA @MarkMcGowanMP @RogerCookMLA @Chevron @exxonmobil_aus @hbfhealth @Shell_Australia @WoodsideEnergy @wamuseum @PawseyCentre @telethonkids this sponsorship 🤮 #StateCapture,en,['statecapture']
1504395844203986946,2022-03-17 09:54:54+00:00,2022-03-17,09:54:54,rob_the_law,Rob Law,@ChiefSciWA @MarkMcGowanMP @RogerCookMLA @Chevron @exxonmobil_aus @hbfhealth @Shell_Australia @WoodsideEnergy @wamuseum @PawseyCentre @telethonkids Premiers fossil fuel awards?,en,[]
1504392782294958081,2022-03-17 09:42:44+00:00,2022-03-17,09:42:44,tangthe,Penny Tangey,@ChiefSciWA @MarkMcGowanMP @RogerCookMLA @Chevron @exxonmobil_aus @hbfhealth @Shell_Australia @WoodsideEnergy @wamuseum @PawseyCentre @telethonkids These sponsorships are yuk. Really unfortunate that scientists have to be compromised in this way to receive recognition.,en,[]
1504033144609325056,2022-03-16 09:53:39+00:00,2022-03-16,09:53:39,jkmccrann,Julian Kendall,@CEWAus @DianeSmithG @hbfhealth Excellent to see talented Women like @DianeSmithG taking on these important roles - we need to see More Women heading up important company boards.  #FemaleLeadershipFTW #FutureisFemale,en,"['femaleleadershipftw', 'futureisfemale']"
1504015132430639105,2022-03-16 08:42:05+00:00,2022-03-16,08:42:05,cewaus,ChiefExecutiveWomen,"Congratulations @CEWAus past President Diane-Smith Gander AO, @DianeSmithG who has been named as HBF’s next chair.  @hbfhealth  #womenleaders   https://t.co/05kUCOUpFq",en,['womenleaders']
1503948729057161219,2022-03-16 04:18:13+00:00,2022-03-16,04:18:13,chiefsciwa,Prof Peter Klinken,Nominations now open to recognise lifelong contributions of scientists in the WA Science Hall of Fame. Details:  https://t.co/CcA9ZLST3R #WASciAwards @MarkMcGowanMP @RogerCookMLA @Chevron @ExxonMobil_Aus @hbfhealth @Shell_Australia @WoodsideEnergy  https://t.co/bgBllc2XvE,en,['wasciawards']
1503948115250135044,2022-03-16 04:15:47+00:00,2022-03-16,04:15:47,chiefsciwa,Prof Peter Klinken,Applications are now open for the 2022 Premier’s Science Awards! Exciting new award category for mid-career scientists.  Details:  https://t.co/iBUJyvnJlH #WASciAwards @MarkMcGowanMP @RogerCookMLA @Chevron @ExxonMobil_Aus @hbfhealth @Shell_Australia @WoodsideEnergy  https://t.co/59Z537zLFs,en,['wasciawards']
1503916410443284482,2022-03-16 02:09:48+00:00,2022-03-16,02:09:48,membershealth,Members Health,"Congratulation Diane Smith-Gander AO your appointment as @hbfhealth Chair of the Board of Directors.  #MembersHealth funds share an unwavering commitment to maintaining a member-centric philosophy that puts people first, not profits.  #peoplenotprofits   https://t.co/5ilB1MhM9o",en,"['membershealth', 'peoplenotprofits']"
1503565840746176517,2022-03-15 02:56:45+00:00,2022-03-15,02:56:45,hbfhealth,HBF,"@aileenreilly_ Hi Aileen, I'm sorry to hear you've had this experience. If you can call us on 133 423, we can take a look into the status of your policy and assist in getting it started for you - Reece 🌴",en,[]
1503543113717264384,2022-03-15 01:26:27+00:00,2022-03-15,01:26:27,alnreilly_,Aileen,"@hbfhealth we've been trying to set up our policy with you for weeks now and have no idea where our application is at despite providing all docs. Disappointing that there's so much friction at this early stage of customer onboarding, would appreciate somebody getting back to us.",en,[]
1503509707998527489,2022-03-14 23:13:42+00:00,2022-03-14,23:13:42,pha_healthcare,PrivateHealthcareAus,"Health fund @hbfhealth has partnered with @ramsayhealth and @sjog_healthcare  to provide $200,000 in support to help communities in southeast QLD and NSW recover and rebuild from the ongoing #flood crisis.  https://t.co/T1lU1LXjxP",en,['flood']
1503498031651606528,2022-03-14 22:27:19+00:00,2022-03-14,22:27:19,miasmurmurs,Laura Murray,No wonder people shop around each year if there a absolutely no benefit to loyalty. Extremely disappointing - wouldn’t you agree @hbfhealth @medibank @hcfaustralia @acccgovau @MarkMcGowanMP,en,[]
1502784666474283015,2022-03-12 23:12:39+00:00,2022-03-12,23:12:39,membershealth,Members Health,"Australians want #health #insurance that suits their needs and reflects their values.   An increasing number of health consumers are joining member-driven health funds, knowing that their health is not-for-profit when they do.  @hbfhealth #membershealth    https://t.co/OXAKcTPi6W",en,"['health', 'insurance', 'membershealth']"
1502158627620077568,2022-03-11 05:45:00+00:00,2022-03-11,05:45:00,pha_healthcare,PrivateHealthcareAus,".@hbfhealth is offering its members impacted by the #floods in South East Queensland and NSW 3 months of premium relief on their health insurance. The fund is also supporting impacted communities directly by donating to @RedCrossAU, read more here:  https://t.co/BuuzpqbhbJ",en,['floods']
1502150840311681025,2022-03-11 05:14:03+00:00,2022-03-11,05:14:03,billyboiiiiii,Bill Hayek,@AdrianWaltonISM @itstartsmonday @hbfhealth made me hate this song with their horrible ad,en,[]
1502127319523393536,2022-03-11 03:40:35+00:00,2022-03-11,03:40:35,pha_healthcare,PrivateHealthcareAus,"Health fund @hbfhealth with @ramsayhealth and @sjog_healthcare have joined forces to provide $200,000 to @RedCrossAU #FloodAppeal to help communities in Queensland and NSW recover and rebuild from the ongoing #flood crisis.",en,"['floodappeal', 'flood']"
1501810913862905856,2022-03-10 06:43:18+00:00,2022-03-10,06:43:18,membershealth,Members Health,HBF has joined Members Health to help advance the interests of the growing number of health consumers choosing to join and belong to not-for-profit and member owned health funds.  @hbfhealth  #memberowned #membershealth #notforprofit #peoplenotprofits   https://t.co/svqa74Exdh,en,"['memberowned', 'membershealth', 'notforprofit', 'peoplenotprofits']"
1501691906258247681,2022-03-09 22:50:25+00:00,2022-03-09,22:50:25,pha_healthcare,PrivateHealthcareAus,Health fund @hbfhealth and TerryWhite Chemmart have announced a new extended partnership to deliver pharmacy-based #health and #wellbeing services like flu vaccines and health checks for eligible members with no out-of-pocket fees.  https://t.co/EdAlctPwcd,en,"['health', 'wellbeing']"
1501233678030147596,2022-03-08 16:29:35+00:00,2022-03-08,16:29:35,ruthandamar,Ruthanne,@BearsRare @Zooversenft @5RVDigital  @MBCompanyMan  @hbfhealth .,und,[]
1501074575278366721,2022-03-08 05:57:22+00:00,2022-03-08,05:57:22,hbfhealth,HBF,"@iriamirell Thank you for your response! I can confirm that your feedback has been recorded for our team to review. If you did want to speak with someone personally, please feel free to contact us on 133 423 as we are unable to access your policy details over social media. - Caitlin 🌼",en,[]
1501063331490111488,2022-03-08 05:12:41+00:00,2022-03-08,05:12:41,iriamirell,Mama Iri,@hbfhealth Thanks for the reply Caitlin. Do you aim to keep me as a member because I've had noone reach out ro me.,en,[]
1500985333390925824,2022-03-08 00:02:45+00:00,2022-03-08,00:02:45,hbfhealth,HBF,"@iriamirell Hi Mama, thank you for reaching out! Thank you for being a HBF member, I am sorry that you feel this way. This is not the experience we aim to provide here at HBF and your feedback has been passed on so we can aim to improve our services to our loyal members. - Caitlin 🌼",en,[]
1500975586797187072,2022-03-07 23:24:01+00:00,2022-03-07,23:24:01,nottheotherone,Mark Evans,@hbfhealth your commercial sucks.,en,[]
1499738755187367942,2022-03-04 13:29:17+00:00,2022-03-04,13:29:17,iriamirell,Mama Iri,"A sandgroper born n bred here in WA. I support local where I can, that's where my loyalty lies. Disappointments me when local businesses won't return the loyalty, over dollars. Member since 1998, does that not mean anything to you @hbfhealth you made me feel unimportant",en,[]
1498610942074310659,2022-03-01 10:47:46+00:00,2022-03-01,10:47:46,sedsand,David Solly Sandler,@nova937 @hbfhealth @katetimandjoel Looks like a rat to me! How much of our HBF premiums go advertising the rat?   And to other advertising?,en,[]
1498212310506414081,2022-02-28 08:23:44+00:00,2022-02-28,08:23:44,spjohnston,Steve Johnston,"@hbfhealth Caitlin, I rang today.  No more information was given other that what you have said above.  A 6.6% increase is crazy.",en,[]
1498163888453521409,2022-02-28 05:11:20+00:00,2022-02-28,05:11:20,hbfhealth,HBF,"@SPJohnston Hi Steve, HBF’S publicised increase is an average across all products. This will differentiate depending on what level of cover you are on and other contributing factors. Please email memberservices@hbf.com.au and we will be happy to go through it with you! - Caitlin 🌼",en,[]
1498132934628618240,2022-02-28 03:08:20+00:00,2022-02-28,03:08:20,spjohnston,Steve Johnston,@hbfhealth @LifeofRoger I rang—and I received the same glib answers from the website.,en,[]
1498132289146224641,2022-02-28 03:05:46+00:00,2022-02-28,03:05:46,spjohnston,Steve Johnston,@smith_damian @hbfhealth Increase this year is around 6.6% which doesn't match up with the increase provided to Government (3.62%) or the average across the sector (2.7%).  @GregHuntMP was sproiking the lowest increase in 21 years; I'm going to have to go back through my records.  Frustrated.,en,[]
1496814574548692995,2022-02-24 11:49:38+00:00,2022-02-24,11:49:38,sxsw4891,Jason S,"@steenslaytonatr @sjog_healthcare @hbfhealth I can’t afford private health cover, do you think it’s worth it? Hope you’re feeling better mate.",en,[]
1496693966455988225,2022-02-24 03:50:23+00:00,2022-02-24,03:50:23,mdsakline12,Md Sakline,This is a great project and real airdrop  @hbfhealth  @uojjided  @IOPPublishing,en,[]
1496678061344899072,2022-02-24 02:47:11+00:00,2022-02-24,02:47:11,killafame,KILLA FAME,@hbfhealth I’m wondering how could any club sign @DanielSturridge after he Refuses to pay the Judgment against him! #PayUpStu,en,['payupstu']
1496620394614517762,2022-02-23 22:58:02+00:00,2022-02-23,22:58:02,igetitnowshutit,wasabiishot,Am I the only one who hates the @hbfhealth add with the quokkas?,en,[]
1496481783021555720,2022-02-23 13:47:15+00:00,2022-02-23,13:47:15,michaelihartley,Michael Hartley,"I saw @hbfhealth was running a competition and thought ""meh"". But then I noticed they had automatically entered existing members in the competition for free.   Kudos, @hbfhealth. It's not very often that one sees a business looking out for its existing customers.  https://t.co/7bZfrvzo3N",en,[]
1496457702750494721,2022-02-23 12:11:33+00:00,2022-02-23,12:11:33,fanging_it,Robyn Wilson,"@steenslaytonatr @sjog_healthcare @hbfhealth Hi Christine, somewhere on the internet is a service that compares not-for-profit members only health funds. Based on info from there, I swapped from HBF to Teachers Health, after literally a lifetime with HBF. Best move!",en,[]
1496369174398054406,2022-02-23 06:19:47+00:00,2022-02-23,06:19:47,hbfhealth,HBF,"@steenslaytonatr Hi Christine, I think there may have been some confusion. Each adult on the policy pays the excess once per calendar year - once for your partner and once for yourself. If this is your second time being admitted this year, you will not need to pay the excess again. - Shazrin 🌻",en,[]
1496360487549820930,2022-02-23 05:45:15+00:00,2022-02-23,05:45:15,steenslaytonatr,Christine Layton,"@hbfhealth Hey HBF, just phoned and Gemma confirmed it’s definitely $750 per person, per policy. Not sure what’s going on here?",en,[]
1496356790010888192,2022-02-23 05:30:34+00:00,2022-02-23,05:30:34,hbfhealth,HBF,"@steenslaytonatr Hi Christine, we hope that you feel better soon! We would love for you to get in touch with us so we can look into this further for you as members are only required to pay the hospital excess once per calendar year. Please reach out on 133 423. - Shazrin 🌻",en,[]
1496348406222303232,2022-02-23 04:57:15+00:00,2022-02-23,04:57:15,bruceppdl,Bruce Powell,@steenslaytonatr @sjog_healthcare @hbfhealth Health costs are confronting and often hard to understand. A big topic for everyone to consider,en,[]
1496347917539549186,2022-02-23 04:55:18+00:00,2022-02-23,04:55:18,steenslaytonatr,Christine Layton,"In terms of waiting rooms, @sjog_healthcare Mount Lawley day surgery ward has it going on. River views and recliners helping me forget the $750 excess (per person, per policy) I just handed over for the second time this year care of ever increasing @hbfhealth premiums.  https://t.co/aoI5reLGkH",en,[]
1495951468960133124,2022-02-22 02:39:58+00:00,2022-02-22,02:39:58,cynthia10871064,Cynthia Garcia,@Sekira_NFT @shinsekaicorp @hbfhealth @91CL0UDZ @YsbrydGames,und,[]
1495644381772193794,2022-02-21 06:19:43+00:00,2022-02-21,06:19:43,klaceeadamson,Klacee Adamson,@AntonymNFT @MutantShibaClub @gjk_twt @SeanUSX @xgsusx @hbfhealth,und,[]
1495543152220209152,2022-02-20 23:37:27+00:00,2022-02-20,23:37:27,carmelo_arto,Carmelo Arto,"@PerthLive6PR @hbfhealth @oliverpeterson @6PR Top bloke, great leader",en,[]
1495538820007170049,2022-02-20 23:20:15+00:00,2022-02-20,23:20:15,perthlive6pr,Perth LIVE with Oliver Peterson,The boss of @hbfhealth John van Der Wielen joins @oliverpeterson to discuss premium hikes and will take your 📱 133 882 📻 @6PR  https://t.co/orfrL4ticG,en,[]
1494585281902698498,2022-02-18 08:11:13+00:00,2022-02-18,08:11:13,hbfhealth,HBF,"@GodmotherComara Hi Francesca, thank you for reaching out. HBF have implemented initiatives since the start of the pandemic to help our members. We understand that these are times of uncertainty and would love to have a chat with you. Please reach out on 133 423 for more information. – Shazrin 🌻",en,[]
1494544286683058176,2022-02-18 05:28:19+00:00,2022-02-18,05:28:19,sirjuice7,@sirjuice,@smith_damian @hbfhealth They are having a real crack eh Damian,en,[]
1494487308355219463,2022-02-18 01:41:55+00:00,2022-02-18,01:41:55,hbfhealth,HBF,"@LifeofRoger Hi Roger, the changes in April happen across all health funds each year due to the rising cost of healthcare services in Australia. For more information, please reach out on 133 423! - Shazrin 🌻",en,[]
1494486503917080576,2022-02-18 01:38:43+00:00,2022-02-18,01:38:43,hbfhealth,HBF,@KateLeaver92 Hi Kate! We're sorry to hear you are starting to shop around. We would love a chance to chat with you about your cover or pass on your feedback. Please call us on 133 423. - Shaz 🌻,en,[]
1494402808191549440,2022-02-17 20:06:08+00:00,2022-02-17,20:06:08,lifeofroger,Roger db,"@smith_damian @hbfhealth Maybe there advertising budget had increased, gotta pay for all thoes quokka ads somehow.",en,[]
